date,time,currency,impact,event,actual,forecast,previous,outcome
2023-01-31,1:30am,CNY,yellow,Manufacturing PMI,50.1,50.2,47.0,
2023-01-31,1:30am,CNY,yellow,Non-Manufacturing PMI,54.4,52.0,41.6,better
2023-01-31,5:00am,JPY,yellow,Housing Starts y/y,-1.7,0.5,-1.4,worse
2023-01-31,5:02am,JPY,yellow,Consumer Confidence,31.0,30.5,30.3,better
2023-01-31,6:30am,EUR,yellow,French Consumer Spending m/m,-1.3,0.2,0.6,worse
2023-01-31,6:30am,EUR,yellow,French Flash GDP q/q,0.1,0.0,0.2,better
2023-01-31,7:00am,EUR,yellow,German Import Prices m/m,-1.6,-2.4,-4.5,better
2023-01-31,7:00am,EUR,yellow,German Retail Sales m/m,-5.3,-0.1,1.9,worse
2023-01-31,7:30am,CHF,yellow,Retail Sales y/y,-2.8,-0.7,-1.4,worse
2023-01-31,7:45am,EUR,yellow,French Prelim CPI m/m,0.4,0.5,-0.1,worse
2023-01-31,8:55am,EUR,yellow,German Unemployment Change,-22,5,-13,better
2023-01-31,9:00am,EUR,yellow,Italian Monthly Unemployment Rate,7.8,7.8,7.8,
2023-01-31,9:30am,GBP,yellow,M4 Money Supply m/m,-0.8,1.2,-1.5,worse
2023-01-31,9:30am,GBP,yellow,Mortgage Approvals,36,44,46,worse
2023-01-31,9:30am,GBP,yellow,Net Lending to Individuals m/m,3.7,5.1,5.7,worse
2023-01-31,10:00am,EUR,yellow,Prelim Flash GDP q/q,0.1,-0.1,0.3,better
2023-01-31,10:00am,EUR,yellow,Italian Prelim GDP q/q,-0.1,-0.2,0.5,better
2023-01-31,10:19am,EUR,yellow,Italian 10-y Bond Auction,4.28,,3.96,
2023-01-31,1:30pm,CAD,red,GDP m/m,0.1,0.1,0.1,
2023-01-31,1:30pm,USD,yellow,Employment Cost Index q/q,1.0,1.1,1.2,worse
2023-01-31,2:00pm,USD,yellow,HPI m/m,-0.1,-0.4,0.0,better
2023-01-31,2:00pm,USD,yellow,S&P/CS Composite-20 HPI y/y,6.8,6.8,8.6,
2023-01-31,2:45pm,USD,orange,Chicago PMI,44.3,45.1,44.9,worse
2023-01-31,3:00pm,USD,red,CB Consumer Confidence,107.1,109.1,109.0,worse
2023-01-31,9:45pm,NZD,red,Employment Change q/q,0.2,0.3,1.3,worse
2023-01-31,9:45pm,NZD,red,Unemployment Rate,3.4,3.3,3.3,worse
2023-01-31,9:45pm,NZD,yellow,Labor Cost Index q/q,1.1,1.2,1.1,worse
