date,time,currency,impact,event,actual,forecast,previous,outcome
2023-03-31,7:00am,GBP,yellow,Final GDP q/q,0.1,0.0,0.0,better
2023-03-31,7:00am,GBP,yellow,Nationwide HPI m/m,-0.8,-0.3,-0.5,worse
2023-03-31,7:00am,GBP,yellow,Revised Business Investment q/q,-0.2,4.8,4.8,worse
2023-03-31,7:30am,CHF,yellow,Retail Sales y/y,0.3,-1.0,-2.2,better
2023-03-31,7:45am,EUR,yellow,French Consumer Spending m/m,-0.8,0.0,1.7,worse
2023-03-31,7:45am,EUR,yellow,French Prelim CPI m/m,0.8,0.6,1.0,better
2023-03-31,8:55am,EUR,yellow,German Unemployment Change,16,1,6,worse
2023-03-31,10:00am,EUR,orange,Core CPI Flash Estimate y/y,5.7,5.7,5.6,
2023-03-31,10:00am,EUR,orange,CPI Flash Estimate y/y,6.9,7.1,8.5,worse
2023-03-31,10:00am,EUR,yellow,Italian Prelim CPI m/m,-0.3,0.0,0.2,worse
2023-03-31,10:00am,EUR,yellow,Unemployment Rate,6.6,6.6,6.6,
2023-03-31,1:30pm,CAD,red,GDP m/m,0.5,0.4,-0.1,better
2023-03-31,1:30pm,USD,red,Core PCE Price Index m/m,0.3,0.4,0.5,worse
2023-03-31,1:30pm,USD,yellow,Personal Income m/m,0.3,0.2,0.6,better
2023-03-31,1:30pm,USD,yellow,Personal Spending m/m,0.2,0.3,2.0,worse
2023-03-31,2:45pm,USD,orange,Chicago PMI,43.8,43.1,43.6,better
2023-03-31,3:00pm,USD,orange,Revised UoM Consumer Sentiment,62.0,63.1,63.4,worse
2023-03-31,3:00pm,USD,yellow,Revised UoM Inflation Expectations,3.6,,3.8,
2023-03-31,4:00pm,EUR,orange,ECB President Lagarde Speaks,,,,
2023-03-31,8:05pm,USD,yellow,FOMC Member Williams Speaks,,,,
2023-03-31,10:45pm,USD,yellow,FOMC Member Cook Speaks,,,,
